2018-01-02,106500,111000,105500,109500,948226
2018-01-03,109500,110500,107500,109500,627983
2018-01-04,110500,111000,105000,106000,977691
2018-01-05,106000,111500,106000,111000,883832
2018-01-08,113500,114000,103500,105000,2480029
2018-01-09,105000,110000,105000,109000,1387659
2018-01-10,109000,111500,107500,109000,909012
2018-01-11,110000,111000,108500,110500,791790
2018-01-12,110500,111500,107000,109500,823474
2018-01-15,109500,110000,106000,107000,695438
2018-01-16,106500,108500,105000,108000,555065
2018-01-17,108500,113000,108000,110500,815085
2018-01-18,112000,112000,107500,107500,503773
2018-01-19,107000,109500,106500,107500,533503
2018-01-22,108500,109000,106500,109000,469543
2018-01-23,107500,110000,103500,109500,1166939
2018-01-24,107500,108500,102000,102500,1406328
2018-01-25,102500,104500,101000,103500,899675
2018-01-26,104500,105500,102500,103000,777285
2018-01-29,103000,104000,101000,102000,1031365
2018-01-30,101500,103000,100500,101000,735284
2018-01-31,100500,103000,100000,102500,804156
2018-02-01,103000,104000,101000,103500,860002
2018-02-02,103000,103500,99900,101000,975164
2018-02-05,99400,99600,97200,97700,745562
2018-02-06,94900,96700,93400,96100,1094871
2018-02-07,98000,100500,96000,96500,1082264
2018-02-08,97200,99700,97100,99300,813467
2018-02-09,96500,98200,96200,96300,645790
2018-02-12,97300,98300,96400,96700,390757
2018-02-13,97400,101000,96500,99200,782907
2018-02-14,100000,101000,96900,97200,570366
2018-02-19,99400,103000,98900,102500,893618
2018-02-20,102500,104500,101500,104000,632252
2018-02-21,103500,104000,100000,101000,895703
2018-02-22,101500,103000,99200,99800,572286
2018-02-23,100000,102000,99000,102000,502137
2018-02-26,103000,103000,100500,102000,480011
2018-02-27,103000,103500,100500,100500,386397
2018-02-28,100000,102500,99900,99900,508365
2018-03-02,99400,101500,98000,101000,499607
2018-03-05,101500,104500,101500,103500,866063
2018-03-06,105000,106000,102500,106000,813711
2018-03-07,106500,109000,105000,107000,1125599
2018-03-08,108500,109000,105500,107000,911403
2018-03-09,109000,110500,108000,109000,830465
2018-03-12,110500,111000,108500,109500,573289
2018-03-13,110500,114000,109500,113500,1151725
2018-03-14,112500,114000,111000,113000,754011
2018-03-15,113500,113500,109000,111000,753489
2018-03-16,111000,111500,109000,110500,639540
2018-03-19,110500,112500,110000,111000,302806
2018-03-20,110000,111000,109000,110000,488409
2018-03-21,109500,112500,109500,112500,575722
2018-03-22,112500,114500,111000,111500,608489
2018-03-23,108500,110000,106000,106500,696815
2018-03-26,106500,110500,106500,109000,730771
2018-03-27,111500,113000,111000,111500,904837
2018-03-28,111000,111000,108500,109000,590380
2018-03-29,109500,110000,107500,109000,561254
2018-03-30,110500,111000,109500,109500,433535
2018-04-02,110000,112500,110000,110500,340315
2018-04-03,109500,112000,109000,110500,377188
2018-04-04,110500,111000,104500,104500,909945
2018-04-05,106000,107500,104500,105000,644490
2018-04-06,105500,111500,105000,111000,1519548
2018-04-09,111500,112500,108500,109500,727354
2018-04-10,109000,109000,105500,107000,958899
2018-04-11,107500,108000,105500,107000,533827
2018-04-12,106500,108000,105500,106500,861133
2018-04-13,108000,108500,106000,106500,517401
2018-04-16,106500,107000,104000,104500,519056
2018-04-17,105000,107000,104000,105000,473722
2018-04-18,106500,107000,104000,104000,561642
2018-04-19,105000,107000,104500,106000,726517
2018-04-20,105500,111000,105500,109000,1238083
2018-04-23,110500,111000,103500,104500,1135766
2018-04-24,105000,105500,101000,102000,868864
2018-04-25,101500,101500,99100,100000,932572
2018-04-26,101000,103500,99900,101000,835327
